"","logFC","AveExpr","t","P.Value","adj.P.Val","B","type"
"PF3D7_1366500",-7.62328967275936,18.5081225216288,-29.6255181034388,0.00000106282388846649,0.00000819477906444763,6.66516486466949,"Down"
"PF3D7_1222700",-7.6453706853527,15.0658050059221,-2.40272467794531,0.0626297922303902,0.0714591802327949,-5.38907568341343,"Stable"
"PF3D7_1034400",-7.69079477178135,14.4745697310108,-2.78133303083974,0.039866526813595,0.0469883141278683,-4.89430294141855,"Down"
"PF3D7_1008100",-7.69123761554213,14.4293993868505,-2.11125749643646,0.0898194472849912,0.100282779586738,-5.77502682564128,"Stable"
"PF3D7_1227800",-7.6988054685917,12.1944334778456,-2.29582122949801,0.0714027313838016,0.0810120709345188,-5.53045933538273,"Stable"
"PF3D7_0611600",-7.71891997102166,13.2404590958926,-2.7355979714713,0.0420553735997479,0.0493446103899104,-4.95339255011432,"Down"
"PF3D7_1110700",-7.73771164069034,16.8824891918202,-9.31311527389166,0.000272589051113162,0.000436190388468425,0.838316074829972,"Down"
"PF3D7_1340700",-7.73791747046093,15.9275631050665,-2.8487674001068,0.0368668286136737,0.0436221539346978,-4.80759259914203,"Down"
"PF3D7_0424100",-7.74463272279131,10.9218023047496,-3.19306466948117,0.0250045726996093,0.0304774611017326,-4.37358832656784,"Down"
"PF3D7_1147900",-7.77158986042321,13.9288285157308,-3.05580245998373,0.029124787177568,0.0350768766206028,-4.54476475481603,"Down"
"PF3D7_0506500",-7.8513384296686,11.0309891971272,-3.09520761651909,0.0278683956944404,0.03369744260264,-4.49536182601008,"Down"
"PF3D7_1409300",-7.90720105904393,15.4431265820749,-3.55492014361037,0.0169687021597182,0.0212809963036135,-3.93521693021927,"Down"
"PF3D7_0904700",-7.91006047922316,18.2760383248962,-26.7636541960341,0.00000174076768529001,0.0000104964832944143,6.22350129221121,"Down"
"PF3D7_0530200",-7.91862078625408,17.1059852159108,-31.6573107134751,0.00000076990243106396,0.00000711671231963183,6.94101355719363,"Down"
"PF3D7_0109000",-7.9498096422856,16.5332159573393,-2.27667100755974,0.0731102244293552,0.0825891555123174,-5.55582420329825,"Stable"
"PF3D7_1312700",-8.00996937398039,16.5391931175027,-2.76202159050405,0.0407749238774332,0.0479080170213201,-4.91922638390798,"Down"
"PF3D7_0606000",-8.02483404948141,11.048008791675,-2.77242068153755,0.0402829301467405,0.0474177219115801,-4.90580031233507,"Down"
"PF3D7_1355500",-8.03874472138441,15.0995130927307,-2.34345012468341,0.0673398673862726,0.0766891172672935,-5.46741670732791,"Stable"
"PF3D7_1137400",-8.04616253340613,15.1710750335621,-3.66396632046002,0.0151591271366987,0.0190772429273865,-3.80694140218653,"Down"
"PF3D7_1114200",-8.05861180711737,11.8218558304713,-3.87342672193532,0.0122700397530627,0.0156249946785505,-3.56563324900281,"Down"
"PF3D7_1349500",-8.06742159832163,7.99703191533746,-2.33595687127542,0.0679621329519003,0.0773010893850159,-5.47733018620148,"Stable"
"PF3D7_0302700",-8.07912449495504,7.95790050291443,-1.87077647314101,0.121694290983159,0.13357763946976,-6.09197665466441,"Stable"
"PF3D7_1324800",-8.09387985694943,14.0447373799128,-3.45737679328423,0.0187994453442835,0.023431752205298,-4.05148377604598,"Down"
"PF3D7_1344700",-8.11784967922648,10.5254054624319,-3.44855511557494,0.0189758600260903,0.0236193035594739,-4.06206908990306,"Down"
"PF3D7_1115600",-8.17507522089014,19.864654766907,-21.0275065847775,0.00000560272502573633,0.000021479078467086,5.09515274458948,"Down"
"PF3D7_0724700",-8.22181960501419,8.4307234404243,-8.10717045992,0.00051785762046307,0.000777426815221146,0.0980434477601433,"Down"
"PF3D7_0817900",-8.23617590903221,16.0026696803779,-2.27858463212478,0.0729376368271156,0.0824638215172464,-5.55328920940999,"Stable"
"PF3D7_1107200",-8.24472102725112,11.817652874281,-3.04938345801609,0.0293354363278834,0.0352839032715163,-4.55283190470675,"Down"
"PF3D7_0720900",-8.24610452698769,12.8626834598175,-2.0661764476717,0.0950479060372848,0.105795988321452,-5.83469905082974,"Stable"
"PF3D7_1322200",-8.31506272297488,13.7425375515512,-2.65932225324216,0.0460087717412223,0.0536719880466149,-5.05241179513431,"Stable"
"PF3D7_1102400",-8.31658484241361,12.8396145347228,-2.69633817234331,0.0440410597524307,0.051442443751877,-5.00428766036909,"Stable"
"PF3D7_1425700",-8.33391661555542,11.0690022555894,-2.99693273888241,0.031122405944835,0.0372609475513113,-4.61895158196368,"Down"
"PF3D7_1022800",-8.36833834533598,8.34580468440845,-2.46430180832016,0.058113508373853,0.0666822298354041,-5.30787275940705,"Stable"
"PF3D7_1036800",-8.37934837521104,13.173515699676,-2.99510151614551,0.03118696986491,0.0373137136162951,-4.62126645283013,"Down"
"PF3D7_0418200",-8.39241126287034,15.6049145172522,-2.09541488801098,0.0916212668427193,0.102169214280828,-5.79600467502549,"Stable"
"PF3D7_0208800",-8.39826562061664,14.649001905287,-2.69915284136736,0.0438952922277824,0.0513050880274658,-5.00063371675485,"Stable"
"PF3D7_0419700",-8.40706900192186,15.693409296579,-3.49272898159264,0.0181110215368707,0.0226667836554238,-4.00918063887623,"Down"
"PF3D7_1337200",-8.45442388615976,11.5215436114911,-3.34973884324618,0.0210866178989956,0.0260506995889219,-4.18142929085726,"Down"
"PF3D7_0109400",-8.46427405297075,15.5845998877555,-2.63098612909565,0.0475808056439,0.0552580657382283,-5.08933752298661,"Stable"
"PF3D7_1227700",-8.48107128794672,14.5368174665198,-3.29951643031232,0.0222610811362304,0.0274086739344662,-4.24264217777256,"Down"
"PF3D7_1226800",-8.52659582427098,9.31368873653054,-2.96529024693707,0.0322594808402045,0.0385209931868933,-4.65901119173051,"Down"
"PF3D7_1244800",-8.5766351231452,8.80746046652168,-10.7810918755022,0.000137249639330773,0.000234898113929829,1.62344272595249,"Down"
"PF3D7_0323400",-8.58742772747807,8.60795441421177,-3.06577185707153,0.0288009960446341,0.0347558739544591,-4.53224640667221,"Down"
"PF3D7_0705100",-8.59390502035559,10.3981839965881,-3.41059875173538,0.0197567723577534,0.0245409839450675,-4.10774581694762,"Down"
"PF3D7_0516800",-8.63250743324416,13.9544978588503,-4.2176900857407,0.00879300183475584,0.0113721991058881,-3.18357493251748,"Down"
"PF3D7_1302100",-8.68092915423772,12.2501104708732,-3.70941895335171,0.0144709958662905,0.0182870808275607,-3.75400797562899,"Down"
"PF3D7_1229400",-8.72950485716609,18.3218132052071,-22.7275683270841,0.00000384569880076941,0.0000166331585183201,5.46972204159364,"Down"
"PF3D7_1334800",-8.74525436804348,8.09208132629551,-2.04629804746026,0.0974547446933681,0.108342545840429,-5.86098697276403,"Stable"
"PF3D7_1349300",-8.77574102945745,9.26086901053925,-11.0374452553956,0.000122846980184049,0.000214276198194592,1.74948417709022,"Down"
"PF3D7_1219900",-8.79019599238626,14.361753180272,-2.42780868986343,0.0607454575063675,0.0695270132741014,-5.35597197582707,"Stable"
"PF3D7_0516700",-8.79077258565498,12.4480378582472,-3.27867718225627,0.0227701046885508,0.0279786509027335,-4.26814908459412,"Down"
"PF3D7_0804500",-8.82262342808624,11.8263388591813,-2.77692222292633,0.0400720072321626,0.0471999515975214,-4.89999203499039,"Down"
"PF3D7_1007000",-8.86790434510716,13.5252133180481,-2.86095473248304,0.0363520197017643,0.0430970233573652,-4.79197646061409,"Down"
"PF3D7_0206900",-8.87849794973168,11.1715646145012,-3.60545029971487,0.0161010507420314,0.0202206988974063,-3.87555174623856,"Down"
"PF3D7_1412000",-8.91475622994633,12.349934274247,-3.01050321687331,0.0306486025847918,0.0367588082364625,-4.60181037903058,"Down"
"PF3D7_0319100",-8.93923267728865,8.79556223859326,-2.95943591365412,0.0324749297440943,0.0387528486657901,-4.66643666771497,"Down"
"PF3D7_0819500",-8.94475393174865,12.7093038733197,-2.58307777551385,0.050375244018193,0.0583545288531358,-5.1519285220758,"Stable"
"PF3D7_0817500",-8.94495863054306,17.6025949526015,-2.46906686524844,0.0577791339422529,0.0663403549236082,-5.30159803012691,"Stable"
"PF3D7_0623500",-8.95017203217962,13.9432439201174,-2.54794730373589,0.0525391563946415,0.060673946493073,-5.19794517597873,"Stable"
"PF3D7_0415700",-8.97591127911656,14.6599697745569,-2.96991990948902,0.0320902373622533,0.0383440434623775,-4.65314209977769,"Down"
"PF3D7_0305200",-8.97693472571782,9.28754238211077,-17.5192237220966,0.0000135231934433583,0.0000369201428191237,4.18315230007734,"Down"
"PF3D7_0905800",-9.01909398303218,11.7575134324256,-3.62408914524262,0.0157939229640626,0.0198486775138426,-3.85364107426525,"Down"
"PF3D7_1458500",-9.041978330693,11.0876425633245,-3.23668542006466,0.0238364630402058,0.0291708327931551,-4.31973557338311,"Down"
"PF3D7_1472100",-9.05336750610241,8.11001524199772,-3.39011031519902,0.0201934953566645,0.0250322362453956,-4.13249037059636,"Down"
"PF3D7_0927800",-9.06730961320211,8.96797786430967,-2.18943283050568,0.0814636912588051,0.0915712233223976,-5.67143871774068,"Stable"
"PF3D7_0602100",-9.10927711964447,9.40255682743702,-14.2760035039991,0.0000361408146941055,0.0000793877244366298,3.11988702281371,"Down"
"PF3D7_1368900",-9.14052682108909,12.3653834534842,-2.88542428695322,0.0353424661293052,0.0420095501445592,-4.76067492549321,"Down"
"PF3D7_0622600",-9.15229218638346,13.6179880667002,-2.92897159480751,0.0336224423372403,0.0400172990170684,-4.70514557787206,"Down"
"PF3D7_0924300",-9.15673891310431,11.1487193615988,-9.09117863976135,0.000304973051326149,0.000482498632897408,0.709170585988227,"Down"
"PF3D7_1248600",-9.16393112149746,12.3517125400327,-2.8428528549719,0.0371195966316804,0.0438927178352532,-4.81517732482472,"Down"
"PF3D7_0505100",-9.17098276517472,11.9201767192072,-3.67498291923319,0.0149889530017582,0.0188761296100979,-3.79408270308526,"Down"
"PF3D7_0934700",-9.17426537489795,11.7817974792417,-3.98329331406044,0.0110112872930517,0.0140910429800752,-3.44174542261739,"Down"
"PF3D7_1410300",-9.18889358381446,12.3780011827067,-2.65192103741966,0.0464137650302766,0.0540060486390631,-5.06204951313281,"Stable"
"PF3D7_1330600",-9.21086676850849,12.972891491925,-2.6520416519301,0.0464071335253806,0.0540060486390631,-5.06189241090563,"Stable"
"PF3D7_0820200",-9.21837633909853,13.329860451345,-3.31638787343858,0.0218584349247188,0.0269493635734008,-4.22203776462672,"Down"
"PF3D7_0609800",-9.23991729101215,12.5745507705593,-2.86835246133838,0.0360434486710367,0.0427590358501354,-4.78250585385447,"Down"
"PF3D7_0623100",-9.24341324305194,12.7197676984314,-2.80391156897924,0.0388328902553809,0.0457996717325444,-4.86521406322581,"Down"
"PF3D7_0516100",-9.27095268176592,12.8513596083335,-2.62442796128023,0.047953034237092,0.0556548600036612,-5.09789394485306,"Stable"
"PF3D7_0513500",-9.2874714167128,10.3443798793439,-12.3838656708719,0.0000712078014705388,0.000137799581804305,2.36541731670547,"Down"
"PF3D7_1115800",-9.29612504306759,10.4333449893315,-2.84946122428162,0.0368373030066079,0.0436155583712828,-4.80670311265772,"Down"
"PF3D7_1304000",-9.31006881574374,13.706112622231,-3.47944706065208,0.0183662308263167,0.0229231708942582,-4.02505211545366,"Down"
"PF3D7_0923000",-9.33711038669659,12.7002916099492,-2.6120230082897,0.0486659322840942,0.0564462819677297,-5.11408892663394,"Stable"
"PF3D7_0111400",-9.33772563729081,12.5364493023446,-3.23946197178861,0.0237642302008341,0.0291019927341755,-4.31631684023167,"Down"
"PF3D7_0619200",-9.35797083876569,9.58898016135812,-8.26735609114707,0.000473300845323763,0.000719433087925353,0.20208975258113,"Down"
"PF3D7_1249500",-9.35806713474418,11.6965736383333,-3.73619746700379,0.0140824056862621,0.0178579810269382,-3.7229698232411,"Down"
"PF3D7_1209700",-9.3931012512019,13.9915890732334,-3.22040298001273,0.0242650989988124,0.0296555337428439,-4.33980593850626,"Down"
"PF3D7_1310000",-9.40768578756296,8.78062403692015,-7.94862294506877,0.000566970696691801,0.000843507874735106,-0.00681154325571942,"Down"
"PF3D7_1405400",-9.43578733868426,9.41427324778199,-7.21880252437424,0.000879083480377391,0.0012745310651013,-0.515166222978126,"Down"
"PF3D7_1345400",-9.46973507145615,9.28194142095134,-6.57262014871704,0.00133950323807863,0.00189381630166242,-1.0041975097947,"Down"
"PF3D7_1235400",-9.48719583034935,8.58274160192785,-21.2035595786134,0.00000538126465702545,0.000020893993476425,5.13576257519963,"Down"
"PF3D7_1135100",-9.48976682695767,15.6978417891762,-3.27142918930392,0.0229502338221509,0.0281809681659722,-4.27703516129537,"Down"
"PF3D7_1338700",-9.49218617564354,12.7017955109622,-3.09049118508201,0.0280155063458708,0.0338528447616661,-4.50126396025046,"Down"
"PF3D7_1333200",-9.49412120028988,9.7623852801612,-37.3866388092744,0.000000342746541457165,0.00000507432074791462,7.58467465975772,"Down"
"PF3D7_1320700",-9.49917733766371,12.7366137782562,-3.20479254700318,0.02468426311538,0.0301273747540932,-4.35908312996238,"Down"
"PF3D7_0104500",-9.50115290323209,11.3517697596636,-2.89939242973682,0.0347802534083235,0.0413682831198935,-4.7428385842086,"Down"
"PF3D7_0406400",-9.52710332095898,15.6041369455398,-5.85109366067003,0.00223683730188126,0.00306954086414904,-1.59986316143545,"Down"
"PF3D7_1331600",-9.56875630991578,8.97895567024008,-2.47085913191822,0.057653911206221,0.0662383421492293,-5.29923829673341,"Stable"
"PF3D7_0414700",-9.57089668415668,8.49684690315108,-44.0063289109366,0.000000154950406337693,0.00000416576864058434,8.14279954907236,"Down"
"PF3D7_0910200",-9.58183895683275,9.14675278743938,-15.1647296518024,0.0000270621666445421,0.0000630181655495028,3.43696869838161,"Down"
"PF3D7_0715800",-9.60693122812456,11.8470281007577,-14.0255611148001,0.0000393333475083187,0.0000846643331118775,3.02652573564646,"Down"
"PF3D7_1140100",-9.61387865334301,9.15173373463753,-2.66092103119633,0.0459218009133168,0.0536048714507372,-5.05033056245831,"Stable"
"PF3D7_0821400",-9.63234309685114,9.78310872899518,-5.1009608581418,0.00403036829440342,0.00542045839299013,-2.28295372861991,"Down"
"PF3D7_1368000",-9.68204922131735,10.6914236553757,-24.2290888171845,0.00000282062683096688,0.0000135167406820808,5.77054447446722,"Down"
"PF3D7_0917500",-9.69674693992332,12.982002151817,-3.28326086912355,0.0226570183451584,0.027858494535134,-4.26253335768615,"Down"
"PF3D7_0407200",-9.71214735207509,12.7475876623419,-2.8747843465798,0.0357775418207057,0.0424989586793902,-4.77427692676977,"Down"
"PF3D7_0630500",-9.73323761383488,10.5335060097276,-20.6146256864871,0.00000616661100835065,0.0000227776848807435,4.99816110232707,"Down"
"PF3D7_0521400",-9.74690912724992,11.719145372182,-4.89020711400835,0.00481080740231726,0.00641793427078369,-2.4878785042349,"Down"
"PF3D7_1301600",-9.74928368742007,13.8185316498974,-3.53033175719092,0.0174101944560657,0.0218196587092193,-3.96439016839687,"Down"
"PF3D7_0930500",-9.76464299039901,9.0094423197811,-11.4995478984505,0.00010119470399178,0.00018372438282057,1.9692893594949,"Down"
"PF3D7_1457200",-9.77626216774327,14.9072255230617,-3.39398606705367,0.0201100444241903,0.0249457703654296,-4.12780474226363,"Down"
"PF3D7_0817200",-9.83394881361122,9.67273206195419,-17.4616298586453,0.0000137393917417208,0.0000373424363607068,4.1663426518478,"Down"
"PF3D7_0210900",-9.94907030433014,12.6368331317032,-3.93853850928337,0.011505145609493,0.0146920548070734,-3.49198917105319,"Down"
"PF3D7_0104400",-9.97383738894423,12.1937531816273,-3.32270753394116,0.0217097490131036,0.0267841822173859,-4.21433044560318,"Down"
"PF3D7_0905000",-9.98073425285483,13.1104787950372,-3.50315622291117,0.0179135019595257,0.0224349979836975,-3.99673895416025,"Down"
"PF3D7_0319000",-10.0456209995941,9.34261509341559,-10.5337513135729,0.000153104058518873,0.00025862939755368,1.49891595387806,"Down"
"PF3D7_1437100",-10.0589548581786,9.61540066764833,-10.9820493093965,0.000125799691352877,0.000218172607574846,1.72250221937929,"Down"
"PF3D7_1338000",-10.1183482546816,9.532949877479,-8.34876602020038,0.000452413828074679,0.000692307210860496,0.254257497932765,"Down"
"PF3D7_1308000",-10.1211085616395,14.5043043888635,-3.00977140159093,0.0306739455383847,0.0367588082364625,-4.60273414863078,"Down"
"PF3D7_0221700",-10.1327250307088,9.34385271820282,-12.8000417192292,0.0000608462492821844,0.000121581762664273,2.54160706543779,"Down"
"PF3D7_1458000",-10.1732525304078,14.2529116015787,-3.70465066272841,0.0145414751327778,0.0183634023694788,-3.75954624663698,"Down"
"PF3D7_0919800",-10.2689679254784,9.25627422947048,-10.3754625833037,0.000164405165528541,0.000274410455020599,1.41766731157647,"Down"
"PF3D7_0220200",-10.2705944818667,12.1581650409421,-3.16052254608431,0.0259182787463588,0.0314647903980795,-4.41393744275898,"Down"
"PF3D7_1341800",-10.3193600349482,10.0533957094016,-12.8957406284466,0.0000587257141184198,0.000118426938438142,2.58125404841811,"Down"
"PF3D7_0928600",-10.3929697554864,12.5828154045206,-4.64688464056366,0.00594248028182665,0.00783014225268185,-2.73207718066367,"Down"
"PF3D7_0423600",-10.3935054654453,11.9852020588735,-2.93636907875051,0.0333396761340416,0.0397067038849508,-4.69573556193109,"Down"
"PF3D7_0419500",-10.3939301506813,12.3587812434604,-3.48977929501351,0.0181673472499634,0.0227060668100091,-4.01270313713629,"Down"
"PF3D7_1125100",-10.4390265025669,12.1760363865108,-5.06198352601848,0.0041628012377479,0.00558619090194468,-2.32040253947431,"Down"
"PF3D7_0530100",-10.4593942530047,13.0025796998728,-3.03227263179358,0.0299053848878823,0.0359219695783863,-4.5743625807846,"Down"
"PF3D7_1342100",-10.552884710322,13.4823597680901,-4.47039833072687,0.00696013145868344,0.0090855909578943,-2.91446702743856,"Down"
"PF3D7_1345900",-10.657763515271,12.5221088450103,-3.8652360991917,0.0123703517099932,0.0157197560808776,-3.57494310242412,"Down"
"PF3D7_1013800",-10.6814429210421,9.66427394227713,-16.4587403062082,0.0000182638184060584,0.0000461155484914814,3.86257759065668,"Down"
"PF3D7_0717500",-10.7034190244526,12.9469516784717,-3.16389711779046,0.0258217942859965,0.0313685706436288,-4.40974645885607,"Down"
"PF3D7_1212900",-10.7100145770035,10.4709005033024,-32.2255864674302,0.000000706097905623429,0.00000691292626957131,7.01321470517227,"Down"
"PF3D7_1031200",-10.7292159013757,11.3691654375115,-9.15192894764308,0.00029567187249156,0.000469824153409363,0.744819863991021,"Down"
"PF3D7_1341500",-10.7416057719599,12.8539725234391,-3.49160238768466,0.0181325108134516,0.0226780921643512,-4.01052585663667,"Down"
"PF3D7_1143400",-10.7638706880014,13.1545660523521,-3.25445535237336,0.0233784368240945,0.0286490973181779,-4.2978746354326,"Down"
"PF3D7_1035700",-10.8057628269315,13.9777407842764,-3.99300761468891,0.0109073545108875,0.0139776865336566,-3.43088009553062,"Down"
"PF3D7_1136200",-10.8239304274598,9.99565681648378,-34.9873455672921,0.000000473327323515283,0.00000582384497379278,7.33662000713567,"Down"
"PF3D7_0319900",-10.8316688177687,13.1868352893456,-3.71310047169933,0.0144168484578146,0.0182313062789447,-3.7497343440318,"Down"
"PF3D7_0306200",-10.8341260030145,13.9263186861162,-3.71445653071408,0.0143969623805852,0.0182188106289407,-3.74816070644882,"Down"
"PF3D7_0802100",-10.8698402711896,11.7530419581576,-3.37534712226257,0.0205150035239233,0.0254121646319004,-4.15035875905057,"Down"
"PF3D7_1105500",-10.8850439283102,13.0744070317044,-3.72170492200067,0.0142912006730644,0.0180975496701323,-3.73975408135751,"Down"
"PF3D7_1403100",-10.8911664333731,10.9745927201971,-45.3985756957967,0.000000133133539848877,0.00000416576864058434,8.24081498438427,"Down"
"PF3D7_1108300",-10.9003962908331,9.32139602083478,-25.335541295099,0.00000227144485509301,0.0000118180030889268,5.97619071573481,"Down"
"PF3D7_1316800",-10.9209095476022,12.0579575307477,-4.3863028272168,0.00751575289761147,0.0097828349010368,-3.00297025733939,"Down"
"PF3D7_1434400",-10.9284648134121,10.3920895590545,-14.3506175681182,0.0000352504621741579,0.0000778073837807776,3.14734997460461,"Down"
"PF3D7_0313800",-10.9293878120786,9.64751866263138,-13.3390533893772,0.0000499867847177462,0.000103674185616191,2.76086041521757,"Down"
"PF3D7_0526200",-10.9404832041752,10.9647850166619,-26.3640750584706,0.00000187261573495299,0.0000108599785138516,6.15625441133643,"Down"
"PF3D7_0512700",-10.9478596551363,11.2627524368802,-17.8018945704195,0.0000125195339316012,0.0000353458469603811,4.26470011539025,"Down"
"PF3D7_0305000",-10.9716869705173,9.11950940647395,-19.5022549729339,0.00000806224949240971,0.0000264841646782989,4.72397412699091,"Down"
"PF3D7_0728800",-11.0192746771797,10.9891101991041,-24.5966524650631,0.00000262206008534682,0.0000130054174466429,5.84029556853775,"Down"
"PF3D7_0723300",-11.0452618315625,9.65314932932714,-6.91632672386602,0.00106624524971834,0.00152524163372907,-0.739215365740259,"Down"
"PF3D7_0409100",-11.0636389305373,9.94973683246159,-9.01546040907507,0.000317060026738038,0.00049858921303106,0.664417354257923,"Down"
"PF3D7_1455300",-11.101359681833,10.6966233958866,-19.256265301907,0.00000857187234945199,0.0000276337971456916,4.66066414699428,"Down"
"PF3D7_1144000",-11.1058606327795,10.9618877509236,-33.1213412163845,0.000000617956112520187,0.000006431694716741,7.12295022643472,"Down"
"PF3D7_1124400",-11.1080362271983,12.2320024125048,-3.14640249268765,0.0263264396372094,0.0319177407319296,-4.4314906312883,"Down"
"PF3D7_1412600",-11.1149016759719,10.1009945178626,-63.2638904348262,0.0000000264073666955446,0.00000408748123822387,9.11076365986354,"Down"
"PF3D7_1030800",-11.1198310044859,9.39781363787824,-9.25023163159638,0.000281328764973794,0.000448598669892538,0.802027099251488,"Down"
"PF3D7_1205700",-11.1343031082605,11.223293163884,-46.6977719611531,0.000000116032058533517,0.00000416576864058434,8.3271747471843,"Down"
"PF3D7_1458900",-11.1601110455703,10.8666743697123,-9.22666195353408,0.000284690553442091,0.000452769867089998,0.788364198190026,"Down"
"PF3D7_0423300",-11.1612343976421,8.99339119336354,-15.0587135582845,0.0000279879794741562,0.0000646492628260036,3.40026196656067,"Down"
"PF3D7_0705300",-11.1640695532536,10.2329663984258,-38.0121253752534,0.000000316151849011268,0.000004969512668987,7.6448730648732,"Down"
"PF3D7_1116600",-11.165064679372,9.94266030435378,-19.6400777061516,0.00000779264935883158,0.0000261333600044794,4.75900884304988,"Down"
"PF3D7_1428000",-11.2010037014356,12.8314047562561,-3.07916113756874,0.0283724955678222,0.0342614817168463,-4.51545456142262,"Down"
"PF3D7_0924400",-11.2137378679054,10.2712880999118,-15.404085411829,0.0000251037435071717,0.0000598349697991619,3.51877775548816,"Down"
"PF3D7_0513200",-11.2325640378855,9.73847456870755,-17.8517726719253,0.0000123518600294161,0.0000350354160647456,4.27892712820041,"Down"
"PF3D7_0820700",-11.2485139043618,13.0381294705761,-3.0651110183714,0.028822333139718,0.0347585885082295,-4.53307579933965,"Down"
"PF3D7_1313500",-11.2572443939588,9.13988388634972,-22.3398820013814,0.00000417983349053204,0.0000176685059739505,5.38764681309194,"Down"
"PF3D7_0113000",-11.2633159623825,9.87161356622434,-14.3680386256735,0.0000350463879522079,0.000077546722873298,3.15373913774564,"Down"
"PF3D7_1011000",-11.2867603803499,12.6990746974661,-3.84802703799287,0.0125842105547003,0.0159700117622375,-3.59453719586932,"Down"
"PF3D7_1461800",-11.2929786628098,9.57740871674292,-20.5940367824798,0.0000061964751505348,0.0000227955176749977,4.99325896050013,"Down"
"PF3D7_1002700",-11.315155200262,13.0745501042593,-3.10464907216494,0.0275765173776706,0.0333888551494269,-4.48355580856619,"Down"
"PF3D7_0816400",-11.3271412195271,11.040043079686,-10.5558305234344,0.000151602671289556,0.000256448571988357,1.51015140861594,"Down"
"PF3D7_1125800",-11.3420298799945,10.5454852192651,-9.55908253240296,0.00024137694455246,0.000390708814248915,0.978017795247322,"Down"
"PF3D7_1434800",-11.4048044377001,13.6341729344109,-3.72374035645925,0.0142616623152858,0.0180727119527734,-3.73739484488279,"Down"
"PF3D7_1366300",-11.4331127504013,9.82225967836256,-16.2758259996789,0.0000192719294481093,0.0000480084589945376,3.80481805222252,"Down"
"PF3D7_1460400",-11.4661297705315,10.0572116431789,-20.2937145966873,0.00000665251300987077,0.0000236605980292474,4.92103025270162,"Down"
"PF3D7_0511000",-11.4953619860926,17.1823795047727,-2.72898689851096,0.0423826781905521,0.0496966239439764,-4.96195206196424,"Down"
"PF3D7_0822800",-11.5038956771631,10.4024021455102,-19.6212556631689,0.00000782882146358994,0.0000262064042007303,4.75424252794821,"Down"
"PF3D7_1474500",-11.5287590157797,10.9174539525307,-43.8666846072024,0.000000157368324659056,0.00000416576864058434,8.13264008588702,"Down"
"PF3D7_0616800",-11.535388991878,14.582783472218,-3.4718973550613,0.018513127128155,0.0230906880139522,-4.03408555289123,"Down"
"PF3D7_0606200",-11.5494863529369,14.2237115018562,-2.76278355712174,0.0407386483598884,0.0479080170213201,-4.91824223333095,"Down"
"PF3D7_0520800",-11.5555008867042,12.8839039924907,-3.84797805670248,0.0125848253041246,0.0159700117622375,-3.59459303025548,"Down"
"PF3D7_0303500",-11.5610406774055,10.3586351870604,-43.2858675225793,0.000000167925746844545,0.00000416576864058434,8.08971708241005,"Down"
"PF3D7_0816200",-11.5614860128741,10.1352595586219,-21.0879287147996,0.00000552550445143444,0.0000212823053580983,5.10913988383971,"Down"
"PF3D7_1318100",-11.5871950820579,10.6587386156167,-19.5304747590355,0.00000800614572883925,0.0000264595124722619,4.73117293673744,"Down"
"PF3D7_1035400",-11.6010778778595,10.7279387100359,-58.3494876978731,0.0000000391733740114826,0.00000408748123822387,8.92774316615874,"Down"
"PF3D7_0602200",-11.7536360195933,11.4251286213208,-15.2213430802357,0.0000265828503722925,0.0000622759549908392,3.45645093966026,"Down"
"PF3D7_1332300",-11.7550541421586,10.3195147647534,-16.8353998430627,0.000016380409895725,0.0000422503207083786,3.97917557848251,"Down"
"PF3D7_1215900",-11.7628358503173,13.8877539966872,-3.41629535255967,0.0196372659707054,0.0244091886229724,-4.10087688042127,"Down"
"PF3D7_1124000",-11.7775939676204,13.5101760794202,-4.61939337950483,0.00608895698921422,0.00799999327370785,-2.76019299823108,"Down"
"PF3D7_1307700",-11.7949754978584,11.259234054018,-11.2021227140441,0.000114547006121851,0.000203502534778429,1.82888320686113,"Down"
"PF3D7_0810300",-11.7961241006993,10.8911428618679,-34.270939296394,0.00000052345171024217,0.00000602582305109193,7.25687204129551,"Down"
"PF3D7_0525400",-11.8086204244058,11.2533805407191,-14.1794957804519,0.0000373328100743814,0.0000812222785489229,3.0841275351038,"Down"
"PF3D7_1014700",-11.8340294578017,10.3770460213923,-34.9295049839902,0.000000477153225015659,0.00000583151693123165,7.3302831986046,"Down"
"PF3D7_1329300",-11.8471596710783,9.59482951003398,-11.8024130232474,0.0000894694377686819,0.000165573014407286,2.10844729310741,"Down"
"PF3D7_0621100",-11.8578986087841,10.3622035929391,-41.8177350053908,0.000000198661110030689,0.00000441173026055957,7.97622880897547,"Down"
"PF3D7_0503500",-11.8594076956683,10.4663549126335,-41.1210632008601,0.000000215599882382508,0.00000446144756611986,7.91974339581038,"Down"
"PF3D7_0610900",-11.8716541559689,10.1047176059087,-14.0272303568105,0.0000393109735810295,0.0000846643331118775,3.02715411454822,"Down"
"PF3D7_1236900",-11.8744010513153,12.0336772533401,-4.87242978957237,0.00488439437048123,0.00649706511953712,-2.50544042629945,"Down"
"PF3D7_1335000",-11.8812202826325,10.4793134939882,-18.5546256256412,0.0000102534456642556,0.0000310674285434435,4.47440480549162,"Down"
"PF3D7_0608600",-11.8957674479652,10.9668396455416,-10.9933389383713,0.000125191094312678,0.000217531472083384,1.72801237530978,"Down"
